,datetime,sentiment,locations,labels
844,2022-08-29 03:25:07+00:00,gagal serta milu partai karya kader pindah parpol,jakarta,neutral
845,2022-03-31 23:22:01+00:00,asai rezim rakyat tdk pilih tdk dgn yg laksana pilpres th rakyat yg tentu pilih,bogor,neutral
846,2022-09-30 13:22:44+00:00,bang gua inget sby periode kampung sy malang janji sepeda motor perkk kalo sby menang suara situ janji kampung laen presiden periode hasil,malang,negative
847,2022-07-30 09:11:05+00:00,aamiin ya rabb moga mas ahy pasang om pilpres ya laku usaha bidang produksi bakso siaap dukung titik darah habis kabul ya allah,jakarta,positive
848,2022-03-28 07:09:57+00:00,pwnu jatim rekomendasi milu gelar,tangerang,neutral
849,2022-09-27 12:43:58+00:00,moga allah swt mudah lancar bpk dlm ajang pilpres aamiin ya robbal aalamiin,bandung,positive
850,2022-02-23 07:42:06+00:00,urus wadas aja ngga becus capres,jakarta,negative
851,2022-11-30 09:47:34+00:00,mo nyalon presiden om dukung mas,yogyakarta,neutral
852,2022-01-28 03:27:36+00:00,proses jalan ya tentu sepakat sepakat proses ya jalan sesuai wapres,jakarta,neutral
853,2022-05-23 14:55:09+00:00,wacana tunda milu anggap main main rakyat gerah isu tunda milu,jakarta,neutral
854,2023-01-31 10:33:08+00:00,alhamdulillahselamat anies langgeng pilpres moga allah lancar sukses anies presiden ri periode aamiin,jakarta ,positive
855,2022-06-29 03:00:04+00:00,kesini colok tokoh maju penta politik penasaran kan bedah kan ya bangun komunikasi politik media hmmmm,jakarta,neutral
856,2022-02-27 11:53:04+00:00,muncul wacana tunda milu amat politik igor dirgantara timbul krisis legimitasi perintah,tangerang,neutral
857,2022-11-30 11:28:49+00:00,pilkada milu rame doain ulama selesai ulama rame kriminalisasi tangkap iya nanya boleh,bandung,neutral
858,2022-09-30 17:16:28+00:00,klow mimpi jng tinggi daerah aja blm bs d sejahtera apalg jd presiden ganjaranganjaran blm jd presiden dh bnyk bohong, jakarta,negative
859,2022-06-30 01:50:11+00:00,si zonk beban wowocapres abadi ya gimana,jakarta,negative
860,2022-07-30 02:45:44+00:00,jemput menang pd antar calon legeslatif senator kebun sirih dprd jakarta elektabilitas elektoral pd puncak juang ahy tang pilpres pileg moga hasil tegak lurus dgn juang, jakarta,positive
861,2022-12-31 06:47:08+00:00,doa moga capres abadi,semarang,positive
862,2023-01-31 18:07:38+00:00,suara halus dipilpres tampil depan utk pecah amp rontok suara yg khianat ganjar mudah menang lanjut program bangun prabowo kamikaze utk nkri, jakarta,neutral
863,2022-04-30 14:42:08+00:00,ngebet banget presiden,surabaya,negative
864,2022-06-26 10:00:07+00:00,komitmen tokoh elite politik butuh henti polarisasi masyarakat picu konflik akibat belah masyarakat,yogyakarta,neutral
865,2022-11-28 17:52:03+00:00,bupati klaten naik ganjar ganjar selesai ganjar naik urut ya mas bupati klaten ngomongnya mas gibran mikirnya mas gibran dg presiden gubernur,yogyakarta,neutral
866,2022-01-25 07:21:09+00:00,moga pilpres pilkada rurut kuat sistem presidensiil aamiin,tangerang,positive
867,2022-01-31 11:11:32+00:00,tukang fitnah sampah pilpres gabung pilkada dki gentayang medsos, jakarta,negative
868,2022-07-30 16:40:05+00:00,mantapp tuju moga wujud sukses bunda hj khofifah ip calon pilpres,bandung,positive
869,2022-03-28 04:44:17+00:00,moga kuat jdi capres abadi ya sehat yamgkin mas nemenin ato jgn lgi,jakarta,negative
870,2022-07-31 20:05:56+00:00,calon pimpin negara dgn budaya budaya akar dr pohon yg indonesia paham nggih jgn dgn ucap tindak, jakarta,neutral
871,2022-11-30 10:24:29+00:00,rambut hitam putih org menang satu rakyat indonesia yg kotak kotak gada istilah cebong kadrun yg rakyat indonesia moga presiden indonesia aamiin,bandung,positive
872,2022-02-28 23:36:03+00:00,ganjar anies tokoh atas rujuk publik calon presiden dominan,jakarta,neutral
873,2022-02-28 14:01:09+00:00,kasihan kalo dukung yg babi buta gin respek dukung amp dukung gp maju alangkah baik pro nkri dukung amp rangkul jngn malu kalo ketawain mah kadal hadeww, surabaya,neutral
874,2022-01-27 13:27:48+00:00,jadwal udah aja,malang,neutral
875,2022-12-26 12:37:18+00:00,harap moga ikhtiar bareng doa santri mudah jalan ganjar menang pilpres,semarang,positive
876,2022-06-29 11:32:22+00:00,pilkada dki jkt jokowi besar pd pilpres hadap prabowo vs jokowi hasil x prabowo paksa hrs terima kalah prabowo tarung dgn capres yg usung jokowi,bandung,neutral
877,2022-10-30 13:50:11+00:00,kasih tau kadrun junjung presiden hutang indonesia sdh kadrun nggak kuat biar aja yg presiden beliau kuat ok bro,surabaya,negative
878,2022-03-28 08:49:10+00:00,biar mikir ps capres abadiselamat tinggal dukung,bandung,negative
879,2022-03-02 04:35:36+00:00,pilih jalur demokrasi durhaka kacanh lupa kulit demokrasi juang nyawa darah,surabaya,neutral
880,2022-08-30 05:12:42+00:00,yaah ngatain aja bebass suka lo bro,bekasi,neutral
881,2022-06-30 11:58:38+00:00,sepakat akademisi pimpin hasil bangun dki cocok presiden ri,surabaya,positive
882,2022-09-30 12:57:01+00:00,bekal yg pilih rasional atas risiko polarisasi pilpres, jakarta,neutral
883,2022-03-27 05:47:56+00:00,konsultan manca negara asing pilih presiden kes ambigu,jakarta,neutral
884,2022-12-31 05:38:28+00:00,den bokep akhlak dah rusak yg presiden goblok,bandung,negative
885,2022-04-23 10:58:44+00:00,hasil edukasi demokrasi hasil politik tajam identitas fanatisme relawanpendukung satu nasional warga bebas rahasia pilih negarawan profesional integritas dukung program baik,jakarta,neutral
886,2022-11-30 10:50:52+00:00,kaya baca literasi syarat presiden lungerti syarat presiden ri banyak literasi bunyi bro malu lu tahu upil sok tau sok olok olok orang,bandung,negative
887,2022-02-22 23:38:50+00:00,nyalonin presiden ga banget,bandung,negative
888,2022-05-31 00:16:53+00:00,yg capres pilih gue ganjar,jakarta ,positive
889,2022-10-31 05:24:58+00:00,bacapres partai kibal kibul,bandung,negative
890,2022-11-30 10:30:25+00:00,moga menang pilpres,jakarta,positive
891,2022-06-30 13:06:26+00:00,nasdem ngusung capres anis hrs dg bodoh masyarakat noda lekat pd anis gk hapus hilang, jakarta,negative
892,2022-03-17 12:27:49+00:00,lho ga buka klo big data analisa benar data big data big dusta, jakarta,negative
893,2022-04-28 08:10:54+00:00,milu menang,jakarta,neutral
894,2022-12-31 10:55:37+00:00,hai capres cawapres silah branding trus jgn pakai dana apbnapbd team kreatif minimal orang asnkontrak biaya merekaedit upload mlototin likelike suscribeapbnapbd bkn,semarang,neutral
895,2022-10-31 23:44:25+00:00,blm ajak capres ntar kena sanksi loh hihihihi,bekasi,neutral
896,2022-01-30 16:48:15+00:00,duh agama yg pakai utk siap kampanye pilpres ngga akibat kampanye pilgub dki kemarin agama allah pakai ramai benci sodara sahabat negara pecah belah tanggungjawab sang khalik,jakarta ,negative
897,2022-05-30 13:44:43+00:00,tunggu presiden keburu gede tu paham,tangerang,neutral
898,2022-08-31 16:32:38+00:00,negara negara pancasila aja malu negara pancasila capres nya doyan bokep,bandung,negative
899,2022-01-31 07:21:06+00:00,tdk besar besar hehehehe klo presiden mimpi ya menteri menteri koplak,jakarta ,negative
