datetime,locations,sentiment,labels
2022-05-30 18:31:30+00:00,bekasi,ganjar presiden tolong bikin jalan tol bikin jalan yg gratis rakyat jelata ya,neutral
2022-11-30 16:41:02+00:00,jakarta,hahahhah si raja bacot anies baswedan calon presiden tiktok,negative
2022-12-30 09:21:01+00:00,surabaya,clear laser knapa nyinyir jgn bikin gaduh internal n rugikan partai fokus pencapresan aja,positive
2022-12-30 01:49:14+00:00,jakarta,sabar banget ya pemimpin semoga ganjar memenangkan pilpres,positive
2022-01-25 22:11:09+00:00,surabaya,skrg hrs blajar berhitung brp kali elit politik blusukan sblum amp stelah pemilu mmbedakan yg pencitraan,neutral
2022-01-26 16:05:35+00:00,surabaya,anjing kadrun bacot mulu kalah pilpres,negative
2022-11-30 07:32:42+00:00,yogyakarta,perihal pendaan aksi perihal kepentingan berbeda pemilu dki moment bertepatan politik momentum politik apapun kegiatan acaranya dipandang perspektif politik,neutral
2022-09-24 22:14:59+00:00,bogor,tokoh tokoh semoga merapat beliau beliau sedini menyusun strategi memenangkan pilpres,positive
2022-06-29 02:19:25+00:00,jakarta,proses pencalonan min mohon doanya ya semoga pilpres bsk lancar jaya,positive
2022-12-30 15:39:12+00:00,malang,plus minusnya sihh terbuka tertutup digugat kader pdip pemilu jaman orba coblos lambang parpol kursi legislatif ditentukan parpol,neutral
2022-07-27 05:17:02+00:00,surabaya,istighotsah kelancaran ganjar pranowo pilpres yg,positive
2022-12-31 14:03:55+00:00, bandung ,kondisi negara presiden gubernur aja ga gini presiden mending tau pa ga kebanyakan pencitraan muak pa suka,negative
2022-02-28 02:10:09+00:00,malang,penundaan pilpres kemauan partai koalisi segelintir oknum ketua parpol kemauan rakyat tandain aja partainya boikot pemilu wes ngono wae,neutral
2022-07-31 04:49:48+00:00,malang,ealah ya sikut zaman tim capres yg terbaik khusluk ta dibalas ae dgn prestasi ya,neutral
2022-04-21 05:50:46+00:00,malang,masyarakat cerdas memilah memilih tindakan memenangkan ego,neutral
2022-01-25 15:47:16+00:00,bandung,berharap pelaksanaan pemilu februari bertepatan kasih sayang menyajikan pemilu sejuk perpecahan anak bangsa,positive
2023-01-29 14:57:28+00:00,semarang,ga laku gerombolanmu sebar hoax serang anis survei tidurpun menang,negative
2022-06-23 15:55:49+00:00,jakarta,semoga ahy berdampingan aniesr b pilpres,positive
2022-01-31 06:05:04+00:00,malang,semoga kesempatan liputan bola jakarta jis amp menikmati fasilitas jakarta mohon maaf kampanye nyapres klopun nyapres ya monggoooo,positive
2022-06-15 11:10:09+00:00, jakarta,dikaji dipakai sistem segi keamanan teknologi terjamin diaudit forensik,neutral
2022-10-30 02:59:15+00:00,bekasi,pedoman presiden lihat aja ri menghadapi resko,neutral
2022-07-31 12:08:47+00:00,jakarta,langsung aja jadikan presiden kalo uang pemilu,negative
2022-10-30 13:06:44+00:00,jakarta,kalo presidennya jokowi ya keputusan beliau,neutral
2022-11-28 10:51:28+00:00,jakarta ,alhamdulilah ganjar calon presiden yg amanahamin,positive
2022-03-28 03:47:02+00:00,bandung,kalo kader lu yg tau lahwalaupun bilik jg kalo jd capres gak pilih lagitobat,negative
2022-11-30 01:20:24+00:00, jakarta,mikir ngatasin jawa makmur ngotot maju calon presiden ganjar presiden negara bawa jad negara trmiskn sedunia,negative
2022-09-29 03:25:45+00:00,bandung,deklarasi dukungan sembako kalo buzzerp cebong penggembira penguasa masuk pelanggaran pemilu nggak yaterus emangnya nggak butuh dana yadananya darimana kalo nggak yg usung rugi,negative
2022-12-30 13:59:45+00:00,bandung,penasaran kakbah salah doa politisi capres partainya dimenangkan pemilu,neutral
2022-08-31 19:26:14+00:00,jakarta,diterima tawaran pokoknya tdk disisi sebelah anies kudu capres berpasangan dgn dalil berdasarkan track record data impirik,positive
2022-06-30 11:47:18+00:00,bandung,sdh pas menteri gak pingin presiden belajarlah dr kenyataan,negative
2022-06-30 23:43:10+00:00,bandung,mantaps anies baswedan mata terbuka mengapresiasi kinerja beliau semoga anies berkibar maju capres terpilih dlm pilpres,positive
2022-07-30 02:31:18+00:00,bandung,perahu aja emak setuju gimana presiden,negative
2022-04-29 04:54:37+00:00,jakarta ,saga sahabar ganjarrrr kelompok relawan mendukung mas ganjar utk menjadii next presidenn yg dimana artinyaaa uang keluarkan berasal relawannnn nyaaaa apdb emg dasar bungulll,negative
2022-08-29 03:25:07+00:00,jakarta,gagal peserta pemilu partai berkarya kader pindah parpol,neutral
2022-03-31 23:22:01+00:00,bogor,dikuasai rezim rakyat tdk pilihan tdk dgn yg pelaksanaan pilpres th rakyat yg menentukan pilihan,neutral
2022-09-30 13:22:44+00:00,malang,bang gua inget sby periode kampung sy malang janjikan sepeda motor perkk kalo sby menang suara situ janjikan kampung laen presiden periode hasilnya,negative
2022-07-30 09:11:05+00:00,jakarta,aamiin ya rabb semoga mas ahy berpasangan om pilpres ya pelaku usaha bidang produksi bakso siaap mendukung titik darah penghabisan kabulkan ya allah,positive
2022-03-28 07:09:57+00:00,tangerang,pwnu jatim rekomendasikan pemilu digelar,neutral
2022-09-27 12:43:58+00:00,bandung,semoga allah swt kemudahan kelancaran bpk dlm ajang pilpres aamiin ya robbal aalamiin,positive
2022-02-23 07:42:06+00:00,jakarta,urus wadas aja ngga becus capres,negative
2022-11-30 09:47:34+00:00,yogyakarta,mo nyalon presiden om dukung mas,neutral
2022-01-28 03:27:36+00:00,jakarta,prosesnya berjalan ya ketentuan kesepakatan kesepakatan proses ya jalan penyesuaian wapres,neutral
2022-05-23 14:55:09+00:00,jakarta,wacana penundaan pemilu dianggap main main rakyat gerah isu penundaan pemilu,neutral
2023-01-31 10:33:08+00:00,jakarta ,alhamdulillahselamat anies melanggeng pilpres semoga allah melancarkan mensukseskan anies presiden ri periode aamiin,positive
2022-06-29 03:00:04+00:00,jakarta,kesini mencolok tokoh maju penta politik penasaran pengan bedah pengan ya bangun komunikasi politiknya media hmmmm,neutral
2022-02-27 11:53:04+00:00,tangerang,kemunculan wacana penundaan pemilu pengamat politik igor dirgantara menimbulkan krisis legimitasi pemerintah,neutral
2022-11-30 11:28:49+00:00,bandung,pilkada pemilu rame doain ulama selesai ulama rame dikriminalisasi ditangkapi iya nanya bolehkan,neutral
2022-09-30 17:16:28+00:00, jakarta,klow mimpi jng ketinggian daerahnya aja blm bs d sejahterakan apalg jd presiden ganjaranganjaran blm jd presiden dh bnyk bohong,negative
2022-06-30 01:50:11+00:00,jakarta,si zonk beban wowocapres abadi ya gimana,negative
2022-07-30 02:45:44+00:00, jakarta,menjemput kemenang pd mengantarkan calon legeslatif senator kebun sirih dprd jakarta elektabilitas elektoral pd memuncak berjuang ahy memenangi pilpres pileg semoga hasilnya tegak lurus dgn perjuangan,positive
2022-12-31 06:47:08+00:00,semarang,mendoakan semoga capres abadi,positive
2023-01-31 18:07:38+00:00, jakarta,suara halus dipilpres tampil kedepan utk memecah amp merontokan suara yg mengkhianatinya ganjar mudah menang melanjutkan program pembangunan prabowo kamikaze utk nkri,neutral
2022-04-30 14:42:08+00:00,surabaya,ngebet banget presiden,negative
2022-06-26 10:00:07+00:00,yogyakarta,komitmen tokoh elite politik dibutuhkan menghentikan polarisasi masyarakat memicu konflik berakibat pembelahan masyarakat,neutral
2022-11-28 17:52:03+00:00,yogyakarta,bupati klaten naiknya ganjar ganjar menyelesaikan ganjar menaikkan urutannya ya mas bupati klaten ngomongnya mas gibran mikirnya mas gibran dg presiden gubernur,neutral
2022-01-25 07:21:09+00:00,tangerang,semoga pilpres pilkada berurutan memperkuat sistem presidensiil aamiin,positive
2022-01-31 11:11:32+00:00, jakarta,tukang fitnah sampah pilpres gabung pilkada dki gentayangan medsos,negative
2022-07-30 16:40:05+00:00,bandung,mantapp setuju semoga terwujud sukses bunda hj khofifah ip calon pilpres,positive
2022-03-28 04:44:17+00:00,jakarta,semoga kuat jdi capres abadi ya sehat yamgkin mas nemenin ato jgn lgi,negative
2022-07-31 20:05:56+00:00, jakarta,calon pemimpin negara dgn budaya budaya akar dr pohon yg indonesia paham nggih jgn dgn ucapan tindakan,neutral
2022-11-30 10:24:29+00:00,bandung,berambut hitam putih org menang menyatukan rakyat indonesia yg terkotak kotak gada istilah cebong kadrun yg rakyat indonesia semoga presiden indonesia aamiin,positive
2022-02-28 23:36:03+00:00,jakarta,ganjar anies tokoh teratas dirujuk publik calon presiden dominan,neutral
2022-02-28 14:01:09+00:00, surabaya,kasihan kalo pendukung yg membabi buta gini respek pendukung amp mendukung gp maju alangkah baiknya pro nkri dukung amp merangkul jngn malu kalo ketawain mah kadal hadeww,neutral
2022-01-27 13:27:48+00:00,malang,jadwalnya udah aja,neutral
2022-12-26 12:37:18+00:00,semarang,harapan semoga ikhtiar dibarengi doa santri mempermudah jalan ganjar kemenangan pilpres,positive
2022-06-29 11:32:22+00:00,bandung,pilkada dki jkt jokowi dibesarkan pd pilpres berhadapan prabowo vs jokowi hasilnya x prabowo terpaksa hrs terima kekalahan prabowo bertarung dgn capres yg usung jokowi,neutral
2022-10-30 13:50:11+00:00,surabaya,kasih tau kadrun junjunganmu presiden hutang indonesia sdh kadrun nggak kuat biar aja yg presiden beliau kuat ok bro,negative
2022-03-28 08:49:10+00:00,bandung,biar mikir ps capres abadiselamat tinggal mendukung,negative
2022-03-02 04:35:36+00:00,surabaya,dipilih jalur demokrasi durhaka kacanh lupa kulit demokrasi diperjuangkan nyawa darah,neutral
2022-08-30 05:12:42+00:00,bekasi,yaah ngatain aja bebass suka lo bro,neutral
2022-06-30 11:58:38+00:00,surabaya,sepakat akademisi pemimpin berhasil bangun dki cocok presiden ri,positive
2022-09-30 12:57:01+00:00, jakarta,bekal yg pilihan rasional mengatasi risiko polarisasi pilpres,neutral
2022-03-27 05:47:56+00:00,jakarta,konsultan manca negara asing pilihan presiden terkesan ambigu,neutral
2022-12-31 05:38:28+00:00,bandung,den bokep akhlaknya dah rusak yg presiden goblok,negative
2022-04-23 10:58:44+00:00,jakarta,keberhasilan edukasi demokrasi berhasil politik tajam identitas fanatisme relawanpendukung persatuan nasional warga bebas rahasia pilih negarawan profesional berintegritas didukung program terbaik,neutral
2022-11-30 10:50:52+00:00,bandung,kayanya baca literasi syarat presiden lungerti syarat presiden ri perbanyak literasi bunyi bro malu lu pengetahuan seupil sok tau sok mengolok olok orang,negative
2022-02-22 23:38:50+00:00,bandung,nyalonin presiden ga banget,negative
2022-05-31 00:16:53+00:00,jakarta ,yg capres pilihan gue ganjar,positive
2022-10-31 05:24:58+00:00,bandung,bacapres partai kibal kibul,negative
2022-11-30 10:30:25+00:00,jakarta,semoga pemenang pilpres,positive
2022-06-30 13:06:26+00:00, jakarta,nasdem ngusung capres anis hrs dg membodohi masyarakat noda melekat pd anis gk dihapus dihilangkan,negative
2022-03-17 12:27:49+00:00, jakarta,lho ga buka klo big data analisa kebenaran datanya big data big dusta,negative
2022-04-28 08:10:54+00:00,jakarta,pemilu pemenangnya,neutral
2022-12-31 10:55:37+00:00,semarang,hai capres cawapres silahkan branding trus jgn pakai dana apbnapbd team kreatif minimal orang asnkontrak biaya merekaedit upload mlototin likelike suscribeapbnapbd bkn,neutral
2022-10-31 23:44:25+00:00,bekasi,blm ajak capres ntar kena sanksi loh hihihihi,neutral
2022-01-30 16:48:15+00:00,jakarta ,duh agama yg dipakai utk persiapan kampanye pilpres ngga akibat kampanye pilgub dki kemarin agama allah dipakai ramai benci sodara sahabat senegara terpecah belah tanggungjawab sang khalik,negative
2022-05-30 13:44:43+00:00,tangerang,tunggu presiden keburu gede tu paham,neutral
2022-08-31 16:32:38+00:00,bandung,negara negara pancasila aja memalukan negara pancasila capres nya doyan bokep,negative
2022-01-31 07:21:06+00:00,jakarta ,tdk dibesar besarkan hehehehe klo presiden mimpi ya menterinya menteri koplak,negative
